Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1732000,1732000,1283000,1224000,1691000
Depreciation & amortization,3098000,3098000,3256000,3435000,4113000
Change in working capital,-514000,-514000,494000,-596000,-196000
Inventory,1390000,1390000,487000,332000,-645000
Other working capital,1973000,1973000,3969000,2644000,3403000
Other non-cash items,1023000,1023000,379000,470000,477000
Net cash provided by operating activites,4943000,4943000,5691000,4668000,6180000
Investments in property plant and equipment,-2970000,-2970000,-1722000,-2024000,-2777000
Acquisitions net,-,-,-,-5000,-
Purchases of investments,-7000,-7000,-1158000,-9000,-38000
Sales/Maturities of investments,1901000,1901000,63000,4000,3407000
Other investing activites,-2600000,-2600000,389000,-10219000,1608000
Net cash used for investing activites,-3553000,-3553000,-1840000,-12126000,2261000
Net change in cash,-3588000,-3588000,2306000,-8462000,3991000
Cash at beginning of period,7091000,7091000,4785000,13248000,9256000
Cash at end of period,3503000,3503000,7091000,4785000,13248000
Operating Cash Flow,4943000,4943000,5691000,4668000,6180000
Capital Expenditure,-2970000,-2970000,-1722000,-2024000,-2777000
Free Cash Flow,1973000,1973000,3969000,2644000,3403000
