Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,11854771000,11532724000,11054783000
Liabilities,,,
Total Liabilities,10837958000,10539917000,10120067000
Stockholders' Equity,,,
Common Stock,90845000,90845000,90845000
Retained Earnings,705966000,702591000,664459000
Total stockholders' equity,1015456000,991415000,933576000
Total liabilities and stockholders' equity,11854771000,11532724000,11054783000
