Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,18947097000,18660581000,18739930000
Liabilities,,,
Total Liabilities,17786951000,17506582000,17626230000
Stockholders' Equity,,,
Common Stock,150078000,150078000,150078000
Retained Earnings,644634000,609653000,560900000
Total stockholders' equity,1155058000,1148821000,1108896000
Total liabilities and stockholders' equity,18947097000,18660581000,18739930000
