Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1681160,1467398,1137452,1016185
Liabilities,,,,
Total Liabilities,1501736,1312402,1002672,889095
Stockholders' Equity,,,,
Common Stock,1713,2319,16801,20715
Retained Earnings,44143,42079,39184,47483
Accumulated other comprehensive income,58,-633,-130,-349
Total stockholders' equity,177605,153557,134780,127134
Total liabilities and stockholders' equity,1681160,1467398,1137452,1016185
