Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,63201000,33601000,37724000,61271000
Depreciation & amortization,-,99744000,88723000,86206000
Change in working capital,-,-50857000,2683000,-4032000
Inventory,-,-35078000,-8136000,9166000
Other working capital,-,-36926000,89672000,56080000
Other non-cash items,-,-5127000,27610000,23095000
Net cash provided by operating activites,-,65116000,168731000,148801000
Investments in property plant and equipment,-,-102042000,-79059000,-92721000
Acquisitions net,-,-91571000,-21987000,-32851000
Purchases of investments,-,-4680000,-,-
Other investing activites,-,-768000,-8895000,-7456000
Net cash used for investing activites,-,-204192000,-110456000,-137527000
Net change in cash,-,-55292000,7349000,-42454000
Cash at beginning of period,-,171061000,166912000,209367000
Cash at end of period,-,115769000,171061000,166912000
Operating Cash Flow,-,65116000,168731000,148801000
Capital Expenditure,-,-102042000,-79059000,-92721000
Free Cash Flow,-,-36926000,89672000,56080000
