Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1742879,1857014,4635584,2727796,998041
Depreciation & amortization,3598557,3598557,3942457,4630640,1160112
Change in working capital,-6162306,-6162306,-78526,-1535118,-60670
Inventory,-2738130,-2738130,-1167953,-1087661,75368
Other working capital,-516786,-1013794,6627166,7362336,2060565
Other non-cash items,2094340,2094340,1638928,1663154,821679
Net cash provided by operating activites,1704828,1704828,9434534,8428812,2914826
Investments in property plant and equipment,-3158495,-2718622,-2807367,-1066476,-854261
Acquisitions net,-,-,-,-,-28104662
Purchases of investments,-7469184,-5095283,-4852213,-4834288,-1416193
Sales/Maturities of investments,7253322,6416951,6283973,2096144,3606790
Other investing activites,2242,-1306566,-1065210,-331597,-908965
Net cash used for investing activites,-9887701,-2679103,-2397188,-4109226,-27647991
Net change in cash,-10620581,-10848456,3459285,11361210,-561954
Cash at beginning of period,23679016,23240703,19781418,8420208,8982162
Cash at end of period,12714086,12392248,23240703,19781418,8420208
Operating Cash Flow,1704828,1704828,9434534,8428812,2914826
Capital Expenditure,-3158495,-2718622,-2807367,-1066476,-854261
Free Cash Flow,-516786,-1013794,6627166,7362336,2060565
