Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2942365,2355828,2548547,1858775
Depreciation & amortization,-,410217,345605,371209
Change in working capital,-,1023353,-1476608,-1208497
Inventory,-,1724201,-1013175,-547110
Other working capital,-,2926882,1547947,566242
Other non-cash items,-,-157686,360148,-101531
Net cash provided by operating activites,-,3270998,1931106,871397
Investments in property plant and equipment,-,-344116,-383159,-305155
Acquisitions net,-,-,-130657,-
Purchases of investments,-,-1302434,-785539,-342190
Sales/Maturities of investments,-,576468,66812,23203
Other investing activites,-,4560,156726,-250961
Net cash used for investing activites,-,-1060532,-1077419,-875470
Net change in cash,-,1800810,1492414,-21860
Cash at beginning of period,-,5056757,3564342,3586203
Cash at end of period,-,6857568,5056757,3564342
Operating Cash Flow,-,3270998,1931106,871397
Capital Expenditure,-,-344116,-383159,-305155
Free Cash Flow,-,2926882,1547947,566242
