Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-437000,-632000,-673000,-789332
Depreciation & amortization,487000,436000,399000,341191
Change in working capital,38000,-184000,41000,90239
Inventory,73000,-336000,-38000,-76919
Other working capital,-1424000,-1571000,-1178000,-6039484
Other non-cash items,-841000,-362000,150000,190782
Net cash provided by operating activites,-552000,-775000,-53000,575438
Investments in property plant and equipment,-872000,-796000,-1125000,-6614922
Acquisitions net,-,-5000,-495000,-
Purchases of investments,-30014000,-28618000,-44563000,-20433099
Sales/Maturities of investments,20705000,30000000,43700000,20000213
Other investing activites,-,-2498000,-1000,1500001
Net cash used for investing activites,-12732000,-1917000,-2484000,-5547807
Net change in cash,-11948000,-2025000,-2558000,-5083237
Cash at beginning of period,22035000,10820000,13378000,18458970
Cash at end of period,10090000,8796000,10820000,13375733
Operating Cash Flow,-552000,-775000,-53000,575438
Capital Expenditure,-872000,-796000,-1125000,-6614922
Free Cash Flow,-1424000,-1571000,-1178000,-6039484
