Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,305228899000,300570312000,297185019000
Liabilities,,,
Total Liabilities,289244151000,284924497000,282420311000
Stockholders' Equity,,,
Common Stock,2090270000,2090270000,2090270000
Retained Earnings,8333597000,5185304000,4171183000
Accumulated other comprehensive income,-284269000,2477315000,2281423000
Total stockholders' equity,15199548000,14970182000,13985532000
Total liabilities and stockholders' equity,305228899000,300570312000,297185019000
