Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1479616,1307104,1269421,1140992
Liabilities,,,,
Total Liabilities,1305138,1168783,1142157,1046886
Stockholders' Equity,,,,
Common Stock,71311,52284,51830,24547
Retained Earnings,100566,89045,75700,70218
Accumulated other comprehensive income,2601,-3008,-266,-659
Total stockholders' equity,174478,138321,127264,94106
Total liabilities and stockholders' equity,1479616,1307104,1269421,1140992
