Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,23132539000,22472927000,21234300000
Liabilities,,,
Total Liabilities,20354492000,19504540000,18499868000
Stockholders' Equity,,,
Common Stock,100000000,100000000,100000000
Retained Earnings,962385000,849044000,775877000
Total stockholders' equity,2751304000,2941677000,2709284000
Total liabilities and stockholders' equity,23132539000,22472927000,21234300000
