Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,19924000,14770000,-30958000,3443000
Depreciation & amortization,-,23296000,23370000,15690000
Change in working capital,-,-6969000,839000,-3432000
Inventory,-,-1188000,-1571000,-1219000
Other working capital,-,17281000,10057000,-26901000
Other non-cash items,-,20398000,32301000,31333000
Net cash provided by operating activites,-,30970000,52881000,43672000
Investments in property plant and equipment,-,-13689000,-42824000,-70573000
Purchases of investments,-,-68941000,-28726000,-7723000
Sales/Maturities of investments,-,69130000,19786000,7515000
Other investing activites,-,-25382000,-15866000,-21425000
Net cash used for investing activites,-,-13969000,-54218000,-84686000
Net change in cash,-,740000,-3737000,-22940000
Cash at beginning of period,-,99892000,103630000,126570000
Cash at end of period,-,100633000,99892000,103630000
Operating Cash Flow,-,30970000,52881000,43672000
Capital Expenditure,-,-13689000,-42824000,-70573000
Free Cash Flow,-,17281000,10057000,-26901000
