Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2814394000,2739444000,2694580000
Liabilities,,,
Total Liabilities,2641813000,2582823000,2543856000
Stockholders' Equity,,,
Common Stock,62120000,0,62120000
Retained Earnings,76942000,73818000,69105000
Total stockholders' equity,169300000,153382000,147805000
Total liabilities and stockholders' equity,2814394000,2739444000,2694580000
