Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,174896,174896,128771,126543,123084
Interest Expense,38791,38791,22841,15145,12722
Income Before Tax,50203,50203,37968,29075,27251
Income Tax Expense,6573,6573,7617,10376,6860
Income from Continuing Operations,43630,43630,30351,18699,20391
Net Income,43630,43630,30351,18699,20391
Net Income available to common shareholders,43630,43630,30351,18699,20391
Basic EPS,-,-,2.48,1.55,1.78
Diluted EPS,-,-,2.48,1.55,1.78
Basic Average Shares,-,-,12220,12038,11430
Diluted Average Shares,-,-,12237,12063,11456
