Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,26770806,25731354,24994876,21869767
Liabilities,,,,
Total Liabilities,21816109,20905766,20017278,17390712
Stockholders' Equity,,,,
Common Stock,1219,1251,1305,1228
Retained Earnings,1652248,1182674,723471,366073
Accumulated other comprehensive income,78658,-6075,31171,5982
Total stockholders' equity,4954697,4825588,4977598,4479055
Total liabilities and stockholders' equity,26770806,25731354,24994876,21869767
