Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2707280,2520892,2468154,2023493
Liabilities,,,,
Total Liabilities,2370492,2204485,2171129,1792930
Stockholders' Equity,,,,
Common Stock,129058,140565,143967,87392
Retained Earnings,203227,179944,155544,146464
Accumulated other comprehensive income,4503,-4102,-2486,-3293
Total stockholders' equity,336788,316407,297025,230563
Total liabilities and stockholders' equity,2707280,2520892,2468154,2023493
