Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,134212,134212,122086,104714,91480
Interest Expense,18835,18835,16678,12626,9938
Income Before Tax,51857,51857,43936,34302,24504
Income Tax Expense,12402,12402,9924,19164,8820
Income from Continuing Operations,39455,39455,34012,15138,15684
Net Income,39455,39455,34012,15138,15684
Net Income available to common shareholders,39455,39455,34012,15138,15684
Basic EPS,-,-,1.14,0.51,0.53
Diluted EPS,-,-,1.12,0.50,0.53
Basic Average Shares,-,-,29728,29601,29533
Diluted Average Shares,-,-,30309,30038,29839
