Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3235049,2964358,2817564,2526269
Liabilities,,,,
Total Liabilities,2938408,2709061,2585754,2311483
Stockholders' Equity,,,,
Common Stock,118,117,116,115
Retained Earnings,191843,165183,143073,130008
Accumulated other comprehensive income,10510,-1284,416,-758
Total stockholders' equity,296641,255297,231810,214786
Total liabilities and stockholders' equity,3235049,2964358,2817564,2526269
