Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,24840000,24840000,24211000,20018000,16212000
Depreciation & amortization,-,-,1487000,1336000,1219000
Change in working capital,-,-,9983000,-4210000,-11651000
Other working capital,-,-,34123000,4082000,2727000
Other non-cash items,-,-,-31371000,-25487000,-24487000
Net cash provided by operating activites,-,-,35015000,4803000,3626000
Investments in property plant and equipment,-,-,-892000,-721000,-899000
Purchases of investments,-,-,-570567000,-496129000,-84520000
Sales/Maturities of investments,-,-,547327000,524264000,87257000
Net cash used for investing activites,-,-,-21553000,28567000,2227000
Net change in cash,-,-,-338000,18301000,-11238000
Cash at beginning of period,-,-,110673000,88592000,104397000
Cash at end of period,-,-,108844000,110673000,87401000
Operating Cash Flow,-,-,35015000,4803000,3626000
Capital Expenditure,-,-,-892000,-721000,-899000
Free Cash Flow,-,-,34123000,4082000,2727000
