Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,52347000,68542000,60004000,8022000
Depreciation & amortization,42720000,36954000,37832000,33964000
Change in working capital,-29207000,-121883000,-13329000,46022000
Inventory,-21042000,-76497000,-24664000,28974000
Other working capital,2402000,-60460000,63177000,70658000
Other non-cash items,-17120000,-7685000,-13187000,-4633000
Net cash provided by operating activites,43923000,-25693000,84528000,87961000
Investments in property plant and equipment,-41521000,-34767000,-21351000,-17303000
Acquisitions net,-,-,-,0
Purchases of investments,-,-1315000,-21416000,-59877000
Sales/Maturities of investments,1681000,365000,557000,172000
Other investing activites,13000,127000,45000,400000
Net cash used for investing activites,-39037000,-30339000,-37562000,-74610000
Net change in cash,4002000,-14582000,16474000,-13655000
Cash at beginning of period,59702000,81929000,65455000,79110000
Cash at end of period,64253000,67347000,81929000,65455000
Operating Cash Flow,43923000,-25693000,84528000,87961000
Capital Expenditure,-41521000,-34767000,-21351000,-17303000
Free Cash Flow,2402000,-60460000,63177000,70658000
