Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,36591000,30517000,38329000,42253000
Depreciation & amortization,27719000,23660000,11741000,7368000
Change in working capital,-219156000,-250043000,-99916000,-164220000
Inventory,5770000,-13898000,-742000,-2283000
Other working capital,-162627000,-219777000,-99326000,-147142000
Other non-cash items,19873000,8563000,20573000,-1322000
Net cash provided by operating activites,-140974000,-192438000,-54808000,-103280000
Investments in property plant and equipment,-21653000,-27339000,-44518000,-43862000
Acquisitions net,-,-,-204000,-
Purchases of investments,-4314000,-5673000,-14715000,-3760000
Sales/Maturities of investments,4610000,1458000,-,-
Other investing activites,-1026000,-127000,52000,-1631000
Net cash used for investing activites,19002000,-40313000,-46380000,-19462000
Net change in cash,-3369000,9462000,11342000,-1598000
Cash at beginning of period,84366000,73179000,63215000,64813000
Cash at end of period,81001000,82642000,74557000,63215000
Operating Cash Flow,-140974000,-192438000,-54808000,-103280000
Capital Expenditure,-21653000,-27339000,-44518000,-43862000
Free Cash Flow,-162627000,-219777000,-99326000,-147142000
