Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,804596,589107,224303,798883
Depreciation & amortization,-,90862,97499,75514
Change in working capital,-,-226412,575808,-333237
Inventory,-,8301,-400116,683329
Other working capital,-,848747,539459,41931
Other non-cash items,-,155324,-382322,175715
Net cash provided by operating activites,-,868578,598636,95889
Investments in property plant and equipment,-,-19831,-59177,-53958
Purchases of investments,-,-211820,-13947,-28901
Sales/Maturities of investments,-,204050,88608,14713
Other investing activites,-,27717,103642,79783
Net cash used for investing activites,-,125721,119126,11637
Net change in cash,-,747751,413678,-746962
Cash at beginning of period,-,3723792,3310113,4057076
Cash at end of period,-,4471543,3723792,3310113
Operating Cash Flow,-,868578,598636,95889
Capital Expenditure,-,-19831,-59177,-53958
Free Cash Flow,-,848747,539459,41931
