Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1048000,1001000,1071000,508000
Depreciation & amortization,-,1256000,1234000,1247000
Change in working capital,-,-732000,315000,1827000
Inventory,-,-461000,-821000,1270000
Other working capital,-,-1000,1404000,868000
Other non-cash items,-,101000,-22000,66000
Net cash provided by operating activites,-,1167000,2967000,3381000
Investments in property plant and equipment,-,-1168000,-1563000,-2513000
Purchases of investments,-,-54000,-,-
Sales/Maturities of investments,-,609000,45000,202000
Other investing activites,-,-40000,-138000,170000
Net cash used for investing activites,-,-649000,-1246000,-2105000
Net change in cash,-,-683000,477000,348000
Cash at beginning of period,-,4680000,4203000,3854000
Cash at end of period,-,3997000,4680000,4203000
Operating Cash Flow,-,1167000,2967000,3381000
Capital Expenditure,-,-1168000,-1563000,-2513000
Free Cash Flow,-,-1000,1404000,868000
