Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,913058,804183,884427,805678
Liabilities,,,,
Total Liabilities,137786,134819,136169,143393
Stockholders' Equity,,,,
Common Stock,5921,5919,5918,5917
Total stockholders' equity,775272,669364,748258,662285
Total liabilities and stockholders' equity,913058,804183,884427,805678
