Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-131.519,-117.31,-61.725,-40.748,-162.035
Acquisitions net,-352.383,-312.467,-600,-,-
Net cash used for investing activites,-483.902,-429.777,-661.725,-40.748,-162.035
Net change in cash,430.756,277.803,991.637,1113,333.63
Cash at beginning of period,3258,4488,3496,2383,2049
Cash at end of period,3689,4765,4488,3496,2383
Capital Expenditure,-131.519,-117.31,-61.725,-40.748,-162.035
Free Cash Flow,783.139,590.27,1592,1113,333.63
