Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,848198,156146,171591,128175
Depreciation & amortization,-,323485,210117,99620
Change in working capital,-,-42036,-116106,-237116
Inventory,-,-33461,-8441,-17023
Other working capital,-,-292627,9426,-357670
Other non-cash items,-,26017,43855,-20893
Net cash provided by operating activites,-,295433,392576,-92849
Investments in property plant and equipment,-,-588060,-383150,-264821
Acquisitions net,-,-,-30000,-30000
Purchases of investments,-,-90483,-84060,-2117
Sales/Maturities of investments,-,22430,44910,18462
Other investing activites,-,109914,-384811,-42341
Net cash used for investing activites,-,-546199,-837111,-320817
Net change in cash,-,811749,275685,120617
Cash at beginning of period,-,1089235,813550,692932
Cash at end of period,-,1900985,1089235,813550
Operating Cash Flow,-,295433,392576,-92849
Capital Expenditure,-,-588060,-383150,-264821
Free Cash Flow,-,-292627,9426,-357670
