Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,118453,191534,110062,170430
Depreciation & amortization,-,185027,93038,86405
Change in working capital,-,-23383,-12108,-40113
Inventory,-,37887,58672,25955
Other working capital,-,242101,-244697,165751
Other non-cash items,-,-1955,-3480,29800
Net cash provided by operating activites,-,386348,145432,311576
Investments in property plant and equipment,-,-144247,-390129,-145825
Acquisitions net,-,-505496,-,-
Other investing activites,-,-25411,-41658,-29320
Net cash used for investing activites,-,-675154,-421787,-175145
Net change in cash,-,-98304,436604,65051
Cash at beginning of period,-,713658,277053,212002
Cash at end of period,-,615353,713658,277053
Operating Cash Flow,-,386348,145432,311576
Capital Expenditure,-,-144247,-390129,-145825
Free Cash Flow,-,242101,-244697,165751
