Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2351000,1025000,2362000,3746000
Depreciation & amortization,-,728000,737000,753000
Change in working capital,-,-8565000,1123000,-5343000
Inventory,-,-419000,342000,-1833000
Other working capital,-,-6698000,3726000,-2131000
Other non-cash items,-,28000,107000,249000
Net cash provided by operating activites,-,-6698000,3726000,-2131000
Acquisitions net,-,-427000,-,-
Purchases of investments,-,-717000,-634000,-1089000
Sales/Maturities of investments,-,574000,600000,738000
Other investing activites,-,-745000,-51000,-1363000
Net cash used for investing activites,-,-1315000,-85000,-1714000
Net change in cash,-,-4810000,5609000,-6796000
Cash at beginning of period,-,12420000,6810000,13606000
Cash at end of period,-,7609000,12420000,6810000
Operating Cash Flow,-,-6698000,3726000,-2131000
Free Cash Flow,-,-6698000,3726000,-2131000
