Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,156919000,230891000,211259000,155350000
Depreciation & amortization,152180000,113541000,120331000,111682000
Change in working capital,32331000,-105483000,-80268000,63764000
Inventory,28992000,-42777000,-102626000,24791000
Other working capital,237713000,191674000,150247000,193276000
Other non-cash items,-2929000,-34996000,-24979000,-11409000
Net cash provided by operating activites,345439000,284895000,253423000,324263000
Investments in property plant and equipment,-107726000,-93221000,-103176000,-130987000
Acquisitions net,-64829000,-52159000,-97482000,-100514000
Other investing activites,19933000,18189000,20170000,8953000
Net cash used for investing activites,-30635000,22528000,-49742000,46504000
Net change in cash,-14416000,-116546000,-79138000,104132000
Cash at beginning of period,518072000,625834000,704972000,600840000
Cash at end of period,505301000,509288000,625834000,704972000
Operating Cash Flow,345439000,284895000,253423000,324263000
Capital Expenditure,-107726000,-93221000,-103176000,-130987000
Free Cash Flow,237713000,191674000,150247000,193276000
