Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5221322,4958913,4908008,4868806
Liabilities,,,,
Total Liabilities,4683065,4469042,4449700,4436120
Stockholders' Equity,,,,
Common Stock,100205,100175,99998,99214
Retained Earnings,288067,256397,219436,201517
Accumulated other comprehensive income,4461,-10309,-1806,-6251
Total stockholders' equity,538257,489871,458308,432686
Total liabilities and stockholders' equity,5221322,4958913,4908008,4868806
