Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11815000,10658000,9901000,10036000
Depreciation & amortization,-,4166000,4705000,4690000
Change in working capital,-,172315000,-147897000,-242240000
Other working capital,-,179013000,-182192000,-228759000
Other non-cash items,-,-55331000,-90853000,-46462000
Net cash provided by operating activites,-,180626000,-178680000,-223365000
Investments in property plant and equipment,-,-1613000,-3512000,-5394000
Purchases of investments,-,-599926000,-475668000,-688573000
Sales/Maturities of investments,-,565314000,528643000,1086445000
Other investing activites,-,-53000,-35000,-54000
Net cash used for investing activites,-,-35608000,49526000,392726000
Net change in cash,-,141884000,-142383000,158726000
Cash at beginning of period,-,343640000,486023000,327296000
Cash at end of period,-,485525000,343640000,486023000
Operating Cash Flow,-,180626000,-178680000,-223365000
Capital Expenditure,-,-1613000,-3512000,-5394000
Free Cash Flow,-,179013000,-182192000,-228759000
