Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3123000,3410000,3707000,2222000
Depreciation & amortization,-,996000,995000,975000
Change in working capital,-,-43000,-1524000,-301000
Inventory,-,-798000,-622000,276000
Other working capital,-,3134000,2427000,2824000
Other non-cash items,-,9000,12000,-22000
Net cash provided by operating activites,-,4044000,3782000,3640000
Investments in property plant and equipment,-,-910000,-1355000,-816000
Purchases of investments,-,-6000,-33000,-110000
Sales/Maturities of investments,-,-,0,111000
Other investing activites,-,-35000,-1000,-
Net cash used for investing activites,-,-948000,-1386000,-819000
Net change in cash,-,2280000,1276000,1644000
Cash at beginning of period,-,4472000,3195000,1551000
Cash at end of period,-,6752000,4472000,3195000
Operating Cash Flow,-,4044000,3782000,3640000
Capital Expenditure,-,-910000,-1355000,-816000
Free Cash Flow,-,3134000,2427000,2824000
