Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,170104,170104,154785,143795,151904
Interest Expense,17469,17469,9645,6338,4407
Income Before Tax,60999,60999,57728,49753,58296
Income Tax Expense,12127,12127,11145,20622,19883
Income from Continuing Operations,48872,48872,46583,29131,38413
Net Income,48872,48872,46583,29131,38413
Net Income available to common shareholders,48872,48872,46583,29131,38413
Basic EPS,-,-,3.80,2.38,3.12
Diluted EPS,-,-,3.80,2.38,3.12
Basic Average Shares,-,-,12256,12225,12317
Diluted Average Shares,-,-,12256,12225,12317
