Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,3259500,3259500,2601022,1940856,1574751
Interest Expense,212807,212807,75921,44771,42873
Income Before Tax,1610402,1610402,1362909,874641,640599
Income Tax Expense,425685,425685,351561,355463,250333
Income from Continuing Operations,1184717,1184717,1011348,519178,390266
Net Income,1136856,1136856,973840,490506,382685
Net Income available to common shareholders,1136856,1136856,973840,490506,382685
