Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,8262227,7731854,7254715,6809931
Liabilities,,,,
Total Liabilities,7035030,6678559,6331947,5972046
Stockholders' Equity,,,,
Common Stock,1359,678,663,661
Retained Earnings,707656,606658,517257,446534
Accumulated other comprehensive income,67506,2845,26786,18445
Total stockholders' equity,1227197,1053295,922768,837885
Total liabilities and stockholders' equity,8262227,7731854,7254715,6809931
