Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-4758000,-298000,-7691000,-12483000
Depreciation & amortization,2009000,1674000,1779000,2082000
Change in working capital,1731000,-368000,3699000,-4664000
Inventory,123000,570000,-3393000,1533000
Other working capital,-1906000,788000,-2223000,-8248000
Other non-cash items,2124000,1642000,120000,2054000
Net cash provided by operating activites,681000,2178000,-1094000,-7319000
Investments in property plant and equipment,-2587000,-1390000,-1129000,-929000
Acquisitions net,-,-,-200000,-7000
Purchases of investments,-1156000,-943000,-582000,-969000
Sales/Maturities of investments,3793000,528000,13000,-
Other investing activites,375000,290000,-209000,-62000
Net cash used for investing activites,582000,3217000,4399000,-3927000
Net change in cash,-4482000,4434000,1282000,-9109000
Cash at beginning of period,27034000,24373000,23090000,32200000
Cash at end of period,22552000,28807000,24373000,23090000
Operating Cash Flow,681000,2178000,-1094000,-7319000
Capital Expenditure,-2587000,-1390000,-1129000,-929000
Free Cash Flow,-1906000,788000,-2223000,-8248000
