Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,911707,1233863,993863,1683146
Depreciation & amortization,-,642512,625572,731647
Change in working capital,-,256302,-1139757,-758156
Inventory,-,-73775,13817,102814
Other working capital,-,1157228,-522432,326171
Other non-cash items,-,-24602,-235723,-29407
Net cash provided by operating activites,-,2265571,111189,1221165
Investments in property plant and equipment,-,-1108343,-633621,-894994
Acquisitions net,-,-259185,-,-
Purchases of investments,-,-,-5000,-
Other investing activites,-,-2212,-1989,17791
Net cash used for investing activites,-,-1346987,-604553,-825585
Net change in cash,-,-116172,-1073160,-954280
Cash at beginning of period,-,2918227,3991387,4945668
Cash at end of period,-,2802054,2918227,3991387
Operating Cash Flow,-,2265571,111189,1221165
Capital Expenditure,-,-1108343,-633621,-894994
Free Cash Flow,-,1157228,-522432,326171
