Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,5015,7489,6198,4581
Liabilities,,,,
Total Liabilities,40.125,51.765,53.349,44.543
Stockholders' Equity,,,,
Common Stock,20004,19996,19996,18373
Retained Earnings,-15492,-13045,-14326,-14297
Accumulated other comprehensive income,462.283,486.471,474.758,460.518
Total stockholders' equity,4975,7437,6144,4536
Total liabilities and stockholders' equity,5015,7489,6198,4581
