Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-363.033,-124.52,-997.299
Purchases of investments,-64.449,-82.8,-94.026,-,-1003
Net cash used for investing activites,-80.499,-82.8,-457.059,-124.52,-2001
Common stock issued,-,-,427.5,205,-
Common stock repurchased,-,-,-,-12.904,-172.885
Net cash used privided by (used for) financing activities,-,-,427.5,192.096,-172.885
Net change in cash,318.795,-258.897,348.308,-126.274,-3549
Cash at beginning of period,190.243,512.927,165.807,378.402,3846
Cash at end of period,509.038,252.995,512.927,165.807,378.402
Capital Expenditure,-,-,-363.033,-124.52,-997.299
Free Cash Flow,-543.756,-176.097,14.834,-318.37,-2373
