Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,4739000,3318000,4555000,3288000,1823000
Depreciation & amortization,2596000,2192000,2142000,2343000,1268000
Change in working capital,-5384000,-1581000,-5907000,1998000,133000
Inventory,7734000,2282000,3797000,867000,-906000
Other working capital,-2430000,-736000,-4201000,5031000,-1044000
Other non-cash items,133000,-511000,-668000,-2497000,-819000
Net cash provided by operating activites,1468000,3109000,-602000,6376000,379000
Investments in property plant and equipment,-3898000,-3845000,-3599000,-1345000,-1423000
Acquisitions net,-,-2685000,-581000,-,-
Purchases of investments,-,-179000,-1592000,-1968000,-16002000
Sales/Maturities of investments,727000,558000,2857000,532000,891000
Other investing activites,629000,1401000,1351000,-945000,111000
Net cash used for investing activites,-4645000,-3504000,977000,-4172000,-17705000
Net change in cash,-3239000,-2641000,-2709000,6925000,-2272000
Cash at beginning of period,15569000,15233000,17083000,9400000,11673000
Cash at end of period,12172000,12663000,15233000,17083000,9400000
Operating Cash Flow,1468000,3109000,-602000,6376000,379000
Capital Expenditure,-3898000,-3845000,-3599000,-1345000,-1423000
Free Cash Flow,-2430000,-736000,-4201000,5031000,-1044000
