Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-188.326,-129.217,-416.196,-58.434,-141.773
Purchases of investments,-,-1053,-329.164,-,-
Net cash used for investing activites,-1114,-1182,-740.714,-58.434,-141.773
Debt repayment,-,-,-,-,-225
Other financing activites,-,4.161,294.417,-118.378,-42.618
Net cash used privided by (used for) financing activities,942.175,1874,294.417,-118.378,-267.618
Net change in cash,12.062,-61.684,23.604,157.21,-26.519
Cash at beginning of period,-272.172,-277.17,-300.774,-457.984,-431.465
Cash at end of period,-260.11,-338.854,-277.17,-300.774,-457.984
Capital Expenditure,-188.326,-129.217,-416.196,-58.434,-141.773
Free Cash Flow,-4.484,-882.899,53.705,275.588,241.099
