Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,26698766,26229008,25129244,23174675
Liabilities,,,,
Total Liabilities,24076816,23223678,22003793,20051430
Stockholders' Equity,,,,
Common Stock,3591,3591,3591,3591
Retained Earnings,1245793,1173897,1084177,1053750
Accumulated other comprehensive income,-18622,-11569,-29339,-24600
Total stockholders' equity,2621950,3005330,3125451,3123245
Total liabilities and stockholders' equity,26698766,26229008,25129244,23174675
