Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,45124000,49240000,50410000,44751000
Depreciation & amortization,-,21928000,17914000,14537000
Change in working capital,-,-24984000,-415000,-17730000
Inventory,-,-6154000,-4834000,489000
Other working capital,-,-64464000,5366000,-64576000
Other non-cash items,-,-20628000,-8022000,-10789000
Net cash provided by operating activites,-,41473000,87689000,28580000
Investments in property plant and equipment,-,-105937000,-82323000,-93156000
Purchases of investments,-,-2552000,-45986000,-107756000
Sales/Maturities of investments,-,15600000,43500000,154530000
Other investing activites,-,18270000,16430000,28016000
Net cash used for investing activites,-,-74619000,-68379000,-18366000
Net change in cash,-,-27514000,10116000,9530000
Cash at beginning of period,-,64379000,54263000,44690000
Cash at end of period,-,36865000,64379000,54263000
Operating Cash Flow,-,41473000,87689000,28580000
Capital Expenditure,-,-105937000,-82323000,-93156000
Free Cash Flow,-,-64464000,5366000,-64576000
