Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,1210531,1210531,1109324,1062520,915815
Interest Expense,230565,230565,179430,108269,73051
Income Before Tax,392739,392739,382116,308434,186923
Income Tax Expense,65359,65359,58346,92802,37627
Income from Continuing Operations,327380,327380,323770,215632,149296
Net Income,327380,327380,323770,215632,149296
Net Income available to common shareholders,321834,321834,317840,210962,145698
Basic EPS,-,-,3.72,2.49,1.87
Diluted EPS,-,-,3.72,2.48,1.87
Basic Average Shares,-,-,85441,86599,79837
Diluted Average Shares,-,-,85521,86599,79837
