Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,55266000,26875000,-47380000,5257000
Depreciation & amortization,-,90138000,86629000,87190000
Change in working capital,-,-36011000,10830000,-29759000
Inventory,-,2333000,-2423000,-8691000
Other working capital,-,55248000,98380000,-125554000
Other non-cash items,-,3507000,87340000,-5640000
Net cash provided by operating activites,-,55248000,98380000,17623000
Investments in property plant and equipment,-,-,-,-143177000
Acquisitions net,-,-10721000,-,-
Purchases of investments,-,-115300000,-41288000,-14533000
Sales/Maturities of investments,-,10117000,2029000,27738000
Other investing activites,-,-95639000,-53818000,-3777000
Net cash used for investing activites,-,-198341000,-100851000,-73941000
Net change in cash,-,-70435000,2746000,27357000
Cash at beginning of period,-,189591000,186844000,159449000
Cash at end of period,-,119155000,189591000,186844000
Operating Cash Flow,-,55248000,98380000,17623000
Capital Expenditure,-,-,-,-143177000
Free Cash Flow,-,55248000,98380000,-125554000
