Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8460000,6330000,11562000,12179000
Depreciation & amortization,-,20402000,20559000,19311000
Stock based compensation,-,-,-,25000
Change in working capital,-,-10728000,-5582000,-8722000
Inventory,-,-10393000,-6503000,-9617000
Other working capital,-,22377000,27409000,21083000
Other non-cash items,-,2353000,-778000,463000
Net cash provided by operating activites,-,22377000,27409000,21083000
Acquisitions net,-,-807000,-312000,-515000
Purchases of investments,-,-16334000,-5011000,-2459000
Sales/Maturities of investments,-,361000,677000,1919000
Other investing activites,-,-41605000,-36950000,-29217000
Net cash used for investing activites,-,-58385000,-41596000,-30272000
Net change in cash,-,-6199000,237000,-5886000
Cash at beginning of period,-,32275000,32038000,37924000
Cash at end of period,-,26075000,32275000,32038000
Operating Cash Flow,-,22377000,27409000,21083000
Free Cash Flow,-,22377000,27409000,21083000
