Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,22551000,18458000,13056000,23152000
Depreciation & amortization,-,18821000,21209000,21101000
Change in working capital,-,-6765000,8594000,2854000
Inventory,-,-7760000,-1949000,1178000
Other working capital,-,27619000,41125000,22933000
Other non-cash items,-,1666000,-5339000,44000
Net cash provided by operating activites,-,40393000,54462000,49042000
Investments in property plant and equipment,-,-12774000,-13337000,-26109000
Purchases of investments,-,-7388000,-626000,-2488000
Sales/Maturities of investments,-,-,266000,539000
Other investing activites,-,-1451000,-1684000,-1174000
Net cash used for investing activites,-,-21426000,-14951000,-29121000
Net change in cash,-,-4946000,28139000,3925000
Cash at beginning of period,-,39791000,11368000,6832000
Cash at end of period,-,34846000,39791000,11368000
Operating Cash Flow,-,40393000,54462000,49042000
Capital Expenditure,-,-12774000,-13337000,-26109000
Free Cash Flow,-,27619000,41125000,22933000
