Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-5558000,-916000,-955000,215000
Depreciation & amortization,-,7391000,7519000,7215000
Change in working capital,-,-1378000,-1729000,-565000
Inventory,-,272000,-399000,-422000
Other working capital,-,-1172000,-2968000,-335000
Other non-cash items,-,1989000,1649000,2597000
Net cash provided by operating activites,-,8155000,7458000,9522000
Investments in property plant and equipment,-,-9327000,-10426000,-9857000
Acquisitions net,-,-87000,-,-1151000
Sales/Maturities of investments,-,2248000,1299000,-
Other investing activites,-,745000,-145000,-1722000
Net cash used for investing activites,-,-6513000,-9333000,-12689000
Net change in cash,-,608000,-1813000,-2656000
Cash at beginning of period,-,9246000,11060000,13717000
Cash at end of period,-,9855000,9246000,11060000
Operating Cash Flow,-,8155000,7458000,9522000
Capital Expenditure,-,-9327000,-10426000,-9857000
Free Cash Flow,-,-1172000,-2968000,-335000
