Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,511850000,506360000,485134000
Liabilities,,,
Total Liabilities,475982000,469749000,451431000
Stockholders' Equity,,,
Common Stock,6730000,0,6730000
Retained Earnings,11994000,10838000,9786000
Total stockholders' equity,35104000,35868000,33007000
Total liabilities and stockholders' equity,511850000,506360000,485134000
