Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2594000,2538000,2908000,4344000
Depreciation & amortization,-,2135000,2083000,2040000
Change in working capital,-,-550000,-184000,10000
Inventory,-,-209000,28000,517000
Other working capital,-,1876000,-1820000,7156000
Other non-cash items,-,87000,-311000,175000
Net cash provided by operating activites,-,4808000,3698000,7994000
Investments in property plant and equipment,-,-2932000,-5518000,-838000
Acquisitions net,-,-413000,-,-
Purchases of investments,-,-9000,-8000,-9000
Sales/Maturities of investments,-,0,232000,0
Other investing activites,-,2000,-33000,-1000
Net cash used for investing activites,-,-3339000,-5309000,-851000
Net change in cash,-,136000,-4002000,4597000
Cash at beginning of period,-,4694000,8697000,4099000
Cash at end of period,-,4830000,4694000,8697000
Operating Cash Flow,-,4808000,3698000,7994000
Capital Expenditure,-,-2932000,-5518000,-838000
Free Cash Flow,-,1876000,-1820000,7156000
