Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-2668000,-6000000,1491000,1248000
Depreciation & amortization,-,6915000,6503000,6152000
Change in working capital,-,-1831000,-289000,2989000
Inventory,-,-630000,32000,3041000
Other working capital,-,-5371000,1276000,1845000
Other non-cash items,-,176000,438000,248000
Net cash provided by operating activites,-,2830000,9374000,10104000
Investments in property plant and equipment,-,-8201000,-8098000,-8259000
Acquisitions net,-,-1001000,-152000,-644000
Purchases of investments,-,-75000,-,-154000
Other investing activites,-,375000,-247000,-435000
Net cash used for investing activites,-,-9034000,-8379000,-6526000
Net change in cash,-,-3912000,-3165000,4443000
Cash at beginning of period,-,19573000,22941000,18498000
Cash at end of period,-,15660000,19573000,22941000
Operating Cash Flow,-,2830000,9374000,10104000
Capital Expenditure,-,-8201000,-8098000,-8259000
Free Cash Flow,-,-5371000,1276000,1845000
