Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,23725373,27928280,22752499,25609796
Liabilities,,,,
Total Liabilities,22117011,26436267,21359061,24347475
Stockholders' Equity,,,,
Common Stock,1295000,1015000,1015000,1015000
Total stockholders' equity,1608362,1492013,1393438,1262321
Total liabilities and stockholders' equity,23725373,27928280,22752499,25609796
