Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,2545168,3194834,19065268,2555015
Depreciation & amortization,-,3366953,3419291,2187891
Change in working capital,-,-1492913,-372935,-1543878
Inventory,-,160845,-85839,-152954
Other working capital,-,5490019,6911054,2789430
Other non-cash items,-,26148,-494381,451146
Net cash provided by operating activites,-,5490019,6911054,2789430
Acquisitions net,-,-,-,-2000000
Purchases of investments,-,-7475389,-1437911,-1636453
Sales/Maturities of investments,-,695136,386461,87020
Other investing activites,-,-4283593,-3051862,-3075847
Net cash used for investing activites,-,-11041906,-4095115,-6610211
Net change in cash,-,-967909,985328,-712072
Cash at beginning of period,-,15209476,8436382,9148454
Cash at end of period,-,14241566,15209476,8436382
Operating Cash Flow,-,5490019,6911054,2789430
Free Cash Flow,-,5490019,6911054,2789430
