Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-696085,-654402,-469822,-327385
Depreciation & amortization,-,27727,28586,34588
Change in working capital,-,253972,-73380,56727
Inventory,-,126457,50938,-172108
Other working capital,-,-427365,-468837,-402461
Other non-cash items,-,-4896,79197,53326
Net cash provided by operating activites,-,-399505,-437025,-368634
Investments in property plant and equipment,-,-27860,-31812,-33827
Other investing activites,-,-5389,-7946,-1700
Net cash used for investing activites,-,159934,-39758,-35527
Net change in cash,-,73679,80221,-625538
Cash at beginning of period,-,356083,275862,901400
Cash at end of period,-,429763,356083,275862
Operating Cash Flow,-,-399505,-437025,-368634
Capital Expenditure,-,-27860,-31812,-33827
Free Cash Flow,-,-427365,-468837,-402461
