Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16082000,20136000,17175000,10331000
Depreciation & amortization,-,11144000,11043000,10924000
Change in working capital,-,-14551000,-12178000,-4407000
Inventory,-,-7157000,-9610000,-1017000
Other working capital,-,6617000,13795000,2993000
Other non-cash items,-,-33000,2923000,104000
Net cash provided by operating activites,-,17375000,21013000,14527000
Investments in property plant and equipment,-,-10758000,-7218000,-11534000
Acquisitions net,-,-,-5994000,-
Purchases of investments,-,-2651000,-1657000,-1878000
Sales/Maturities of investments,-,5479000,105000,4658000
Other investing activites,-,-312000,-1245000,967000
Net cash used for investing activites,-,-7325000,-14442000,-6518000
Net change in cash,-,1240000,3234000,-3180000
Cash at beginning of period,-,42857000,39730000,42900000
Cash at end of period,-,44017000,42857000,39730000
Operating Cash Flow,-,17375000,21013000,14527000
Capital Expenditure,-,-10758000,-7218000,-11534000
Free Cash Flow,-,6617000,13795000,2993000
