Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,117994,76189,136802,163611
Depreciation & amortization,-,225909,226809,204215
Change in working capital,-,273022,63989,-60898
Inventory,-,71386,-63473,59942
Other working capital,-,573322,275687,127269
Other non-cash items,-,267104,64020,81043
Net cash provided by operating activites,-,694215,437386,324189
Investments in property plant and equipment,-,-120893,-161699,-196920
Other investing activites,-,-69701,-41250,-25401
Net cash used for investing activites,-,-169426,-181781,-201153
Net change in cash,-,-112777,45766,-79170
Cash at beginning of period,-,899026,853260,932430
Cash at end of period,-,786249,899026,853260
Operating Cash Flow,-,694215,437386,324189
Capital Expenditure,-,-120893,-161699,-196920
Free Cash Flow,-,573322,275687,127269
