Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-310642,809159,-368903,1413205
Depreciation & amortization,-,4713530,4729525,3938474
Change in working capital,-,-794254,-304869,-26419
Inventory,-,-772292,-324181,266984
Other working capital,-,-29145,-18659,2638368
Other non-cash items,-,95214,187453,441548
Net cash provided by operating activites,-,5850367,6151545,6724551
Investments in property plant and equipment,-,-5879512,-6170204,-4086183
Purchases of investments,-,-12891,-12498,-12844
Sales/Maturities of investments,-,-,-,133308
Other investing activites,-,10215,-2002,103610
Net cash used for investing activites,-,-5827088,-6097682,-3506732
Net change in cash,-,-924593,-596437,726230
Cash at beginning of period,-,5858858,6455295,5729065
Cash at end of period,-,4934264,5858858,6455295
Operating Cash Flow,-,5850367,6151545,6724551
Capital Expenditure,-,-5879512,-6170204,-4086183
Free Cash Flow,-,-29145,-18659,2638368
