Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-3056,-4308,-113.913,-37,-0.914
Net cash used for investing activites,-3056,-4308,-113.913,-37,-0.914
Common stock issued,-,1.2,10471,7735,3334
Net cash used privided by (used for) financing activities,-,1.2,10471,7735,3334
Net change in cash,-8121,-9237,6843,5101,880.851
Cash at beginning of period,11720,15354,8511,3410,2529
Cash at end of period,3599,6116,15354,8511,3410
Capital Expenditure,-3056,-4308,-113.913,-37,-0.914
Free Cash Flow,-8005,-9239,-3628,-2634,-2453
