Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-81581,51071,51808,194536
Depreciation & amortization,-,165272,211771,133416
Change in working capital,-,265892,-231573,-11855
Inventory,-,-63195,-205574,88096
Other working capital,-,64628,18207,-57911
Other non-cash items,-,22332,24496,10429
Net cash provided by operating activites,-,587221,39486,279553
Investments in property plant and equipment,-,-522593,-21279,-337464
Acquisitions net,-,-4085,-,-
Purchases of investments,-,-120880,-100,-
Sales/Maturities of investments,-,123476,-,-
Other investing activites,-,-1463,82807,-20126
Net cash used for investing activites,-,-269344,236879,-551524
Net change in cash,-,131502,-219145,156857
Cash at beginning of period,-,801025,1014147,881563
Cash at end of period,-,932527,801025,1038420
Operating Cash Flow,-,587221,39486,279553
Capital Expenditure,-,-522593,-21279,-337464
Free Cash Flow,-,64628,18207,-57911
