Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,395909,503888,582627,504946
Depreciation & amortization,-,645269,653787,697304
Change in working capital,-,-154128,-224440,-29646
Inventory,-,-100782,30085,-42575
Other working capital,-,-491404,429382,-68052
Other non-cash items,-,-93254,41735,-181464
Net cash provided by operating activites,-,800373,1062149,1038884
Investments in property plant and equipment,-,-1291777,-632767,-1106936
Purchases of investments,-,-2742,-3061,-7970
Sales/Maturities of investments,-,117154,-,0
Other investing activites,-,89025,127429,67247
Net cash used for investing activites,-,-1071245,-508329,-1047609
Net change in cash,-,-673967,142968,-612308
Cash at beginning of period,-,3472190,3329222,3941531
Cash at end of period,-,2798222,3472190,3329222
Operating Cash Flow,-,800373,1062149,1038884
Capital Expenditure,-,-1291777,-632767,-1106936
Free Cash Flow,-,-491404,429382,-68052
