Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,12451000,11211000,17512000,7758000
Depreciation & amortization,-,14308000,14036000,13955000
Change in working capital,-,1293000,-7554000,9494000
Inventory,-,-1224000,-756000,4815000
Other working capital,-,5626000,17529000,28126000
Other non-cash items,-,-5558000,6773000,9602000
Net cash provided by operating activites,-,18400000,29092000,37016000
Investments in property plant and equipment,-,-12774000,-11563000,-8890000
Acquisitions net,-,-1090000,-609000,-
Purchases of investments,-,-21000,-13000,-399000
Sales/Maturities of investments,-,680000,313000,4000
Other investing activites,-,282000,257000,29000
Net cash used for investing activites,-,-12779000,-11487000,-6876000
Net change in cash,-,-2257000,11226000,23468000
Cash at beginning of period,-,57355000,46129000,22660000
Cash at end of period,-,55498000,57355000,46129000
Operating Cash Flow,-,18400000,29092000,37016000
Capital Expenditure,-,-12774000,-11563000,-8890000
Free Cash Flow,-,5626000,17529000,28126000
