Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4619000,4020000,4988000,5473000
Depreciation & amortization,-,1274000,1122000,970000
Change in working capital,-,-37946000,-42378000,30774000
Other working capital,-,-48460000,-53917000,33887000
Other non-cash items,-,-35784000,-35971000,-21989000
Net cash provided by operating activites,-,-46581000,-52166000,35898000
Investments in property plant and equipment,-,-1879000,-1751000,-2011000
Purchases of investments,-,-448553000,-449849000,-354502000
Sales/Maturities of investments,-,505576000,432259000,371475000
Other investing activites,-,-,-,-1000
Net cash used for investing activites,-,55435000,-19341000,14990000
Net change in cash,-,7707000,-72655000,46644000
Cash at beginning of period,-,76764000,149420000,102776000
Cash at end of period,-,84472000,76764000,149420000
Operating Cash Flow,-,-46581000,-52166000,35898000
Capital Expenditure,-,-1879000,-1751000,-2011000
Free Cash Flow,-,-48460000,-53917000,33887000
