Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,42649000,23627000,24956000,27396000
Depreciation & amortization,-,17294000,18230000,17973000
Change in working capital,-,48220000,7409000,7858000
Inventory,-,44197000,9342000,5294000
Other working capital,-,31737000,2495000,11097000
Other non-cash items,-,7108000,2712000,3181000
Net cash provided by operating activites,-,103640000,46735000,48323000
Investments in property plant and equipment,-,-71903000,-44240000,-37226000
Acquisitions net,-,-,-808000,-
Purchases of investments,-,-219335000,-186057000,-184950000
Sales/Maturities of investments,-,192982000,194252000,166789000
Other investing activites,-,-1130000,234000,1819000
Net cash used for investing activites,-,-99386000,-35997000,-39887000
Net change in cash,-,-3256000,13452000,6161000
Cash at beginning of period,-,93155000,78161000,71429000
Cash at end of period,-,89900000,93155000,78161000
Operating Cash Flow,-,103640000,46735000,48323000
Capital Expenditure,-,-71903000,-44240000,-37226000
Free Cash Flow,-,31737000,2495000,11097000
