Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1388784,1945963,533563,-599503
Depreciation & amortization,-,144740,96961,55162
Change in working capital,-,-547792,-13330,432611
Inventory,-,162678,-23701,-120971
Other working capital,-,192634,682429,736524
Other non-cash items,-,43163,236051,-61275
Net cash provided by operating activites,-,1064032,1040740,857200
Investments in property plant and equipment,-,-871398,-358311,-120676
Purchases of investments,-,-220732,-623034,-100000
Sales/Maturities of investments,-,-,597161,8600
Other investing activites,-,576502,-1012773,-31901
Net cash used for investing activites,-,818758,-1264618,-119969
Net change in cash,-,2058256,-1377795,866027
Cash at beginning of period,-,3865636,5243431,4369114
Cash at end of period,-,5923893,3865636,5243431
Operating Cash Flow,-,1064032,1040740,857200
Capital Expenditure,-,-871398,-358311,-120676
Free Cash Flow,-,192634,682429,736524
